transaction_id,data_hora,ativo,quantidade,tipo_operacao,moeda,cliente_id,canal,mercado,arquivo_origem,importado_em
BTCX-00001794,2024-07-01 09:31:00+00:00,BTC,0.43,VENDA,USD,C009,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.833380+00:00
BTCX-00001795,2024-07-01 15:27:00+00:00,BTC,0.44,VENDA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.833434+00:00
BTCX-00001796,2024-07-01 13:20:00+00:00,BTC,0.38,COMPRA,USD,C007,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.833489+00:00
BTCX-00001797,2024-07-01 11:09:00+00:00,BTC,0.22,VENDA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.833543+00:00
BTCX-00001798,2024-07-01 15:04:00+00:00,BTC,0.35,VENDA,USD,C002,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.833595+00:00
BTCX-00001799,2024-07-01 10:21:00+00:00,BTC,0.37,VENDA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.833648+00:00
BTCX-00001800,2024-07-01 10:10:00+00:00,BTC,0.07,COMPRA,USD,C002,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.833700+00:00
BTCX-00001801,2024-07-01 18:31:00+00:00,BTC,0.02,COMPRA,USD,C007,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.833751+00:00
BTCX-00001802,2024-07-01 15:18:00+00:00,BTC,0.14,COMPRA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.833803+00:00
BTCX-00001803,2024-07-01 17:04:00+00:00,BTC,0.3,COMPRA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.833855+00:00
BTCX-00001804,2024-07-01 09:10:00+00:00,BTC,0.21,VENDA,USD,C009,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.833908+00:00
BTCX-00001805,2024-07-02 11:34:00+00:00,BTC,0.27,VENDA,USD,C001,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.833968+00:00
BTCX-00001806,2024-07-02 15:57:00+00:00,BTC,0.14,COMPRA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.834021+00:00
BTCX-00001807,2024-07-02 15:52:00+00:00,BTC,0.46,VENDA,USD,C009,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834073+00:00
BTCX-00001808,2024-07-02 18:19:00+00:00,BTC,0.38,COMPRA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834124+00:00
BTCX-00001809,2024-07-02 19:29:00+00:00,BTC,0.18,COMPRA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.834176+00:00
BTCX-00001810,2024-07-02 16:04:00+00:00,BTC,0.26,COMPRA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.834227+00:00
BTCX-00001811,2024-07-02 18:56:00+00:00,BTC,0.32,VENDA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834278+00:00
BTCX-00001812,2024-07-02 09:47:00+00:00,BTC,0.06,VENDA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.834329+00:00
BTCX-00001813,2024-07-02 14:44:00+00:00,BTC,0.46,VENDA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834381+00:00
BTCX-00001814,2024-07-02 11:26:00+00:00,BTC,0.16,COMPRA,USD,C006,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834435+00:00
BTCX-00001815,2024-07-02 15:29:00+00:00,BTC,0.25,COMPRA,USD,C001,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834486+00:00
BTCX-00001816,2024-07-02 10:25:00+00:00,BTC,0.45,COMPRA,USD,C007,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.834537+00:00
BTCX-00001817,2024-07-03 19:34:00+00:00,BTC,0.19,COMPRA,USD,C002,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834596+00:00
BTCX-00001818,2024-07-03 20:57:00+00:00,BTC,0.14,VENDA,USD,C001,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834650+00:00
BTCX-00001819,2024-07-03 10:23:00+00:00,BTC,0.05,COMPRA,USD,C004,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.834702+00:00
BTCX-00001820,2024-07-03 15:28:00+00:00,BTC,0.11,VENDA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834753+00:00
BTCX-00001821,2024-07-03 09:29:00+00:00,BTC,0.02,COMPRA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834804+00:00
BTCX-00001822,2024-07-03 19:47:00+00:00,BTC,0.3,VENDA,USD,C006,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834856+00:00
BTCX-00001823,2024-07-03 15:54:00+00:00,BTC,0.13,VENDA,USD,C010,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.834910+00:00
BTCX-00001824,2024-07-03 13:07:00+00:00,BTC,0.46,COMPRA,USD,C005,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.834962+00:00
BTCX-00001825,2024-07-03 20:29:00+00:00,BTC,0.32,VENDA,USD,C003,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.835014+00:00
BTCX-00001826,2024-07-03 17:42:00+00:00,BTC,0.16,VENDA,USD,C009,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.835067+00:00
BTCX-00001827,2024-07-03 13:53:00+00:00,BTC,0.11,COMPRA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.835118+00:00
BTCX-00001828,2024-07-03 10:11:00+00:00,BTC,0.19,COMPRA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.835171+00:00
BTCX-00001829,2024-07-03 15:10:00+00:00,BTC,0.05,COMPRA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.835223+00:00
BTCX-00001830,2024-07-03 11:28:00+00:00,BTC,0.23,COMPRA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.835274+00:00
BTCX-00001831,2024-07-04 19:34:00+00:00,BTC,0.14,VENDA,USD,C004,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.835332+00:00
BTCX-00001832,2024-07-04 19:51:00+00:00,BTC,0.34,COMPRA,USD,C002,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.835385+00:00
BTCX-00001833,2024-07-04 13:28:00+00:00,BTC,0.04,COMPRA,USD,C006,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.835436+00:00
BTCX-00001834,2024-07-04 12:59:00+00:00,BTC,0.16,VENDA,USD,C007,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.835495+00:00
BTCX-00001835,2024-07-04 10:01:00+00:00,BTC,0.27,COMPRA,USD,C009,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.835546+00:00
BTCX-00001836,2024-07-04 12:43:00+00:00,BTC,0.43,COMPRA,USD,C008,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.835597+00:00
BTCX-00001837,2024-07-04 19:10:00+00:00,BTC,0.47,COMPRA,USD,C007,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.835649+00:00
BTCX-00001838,2024-07-04 17:06:00+00:00,BTC,0.21,VENDA,USD,C003,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.835703+00:00
BTCX-00001839,2024-07-04 12:39:00+00:00,BTC,0.14,VENDA,USD,C005,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.835755+00:00
BTCX-00001840,2024-07-04 12:13:00+00:00,BTC,0.07,VENDA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.835810+00:00
BTCX-00001841,2024-07-04 09:25:00+00:00,BTC,0.42,VENDA,USD,C004,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.835864+00:00
BTCX-00001842,2024-07-04 12:29:00+00:00,BTC,0.15,COMPRA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.835916+00:00
BTCX-00001843,2024-07-05 18:23:00+00:00,BTC,0.03,COMPRA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.835977+00:00
BTCX-00001844,2024-07-05 13:49:00+00:00,BTC,0.39,VENDA,USD,C007,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.836030+00:00
BTCX-00001845,2024-07-05 17:50:00+00:00,BTC,0.37,COMPRA,USD,C003,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.836082+00:00
BTCX-00001846,2024-07-05 18:20:00+00:00,BTC,0.41,VENDA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.836134+00:00
BTCX-00001847,2024-07-05 11:21:00+00:00,BTC,0.12,VENDA,USD,C010,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.836185+00:00
BTCX-00001848,2024-07-05 10:21:00+00:00,BTC,0.02,VENDA,USD,C008,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.836236+00:00
BTCX-00001849,2024-07-05 19:47:00+00:00,BTC,0.15,COMPRA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.836287+00:00
BTCX-00001850,2024-07-05 18:48:00+00:00,BTC,0.08,VENDA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.836342+00:00
BTCX-00001851,2024-07-05 15:48:00+00:00,BTC,0.16,COMPRA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.836396+00:00
BTCX-00001852,2024-07-05 14:31:00+00:00,BTC,0.19,COMPRA,USD,C001,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.836447+00:00
BTCX-00001853,2024-07-05 12:41:00+00:00,BTC,0.03,COMPRA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.836498+00:00
BTCX-00001854,2024-07-05 16:47:00+00:00,BTC,0.22,COMPRA,USD,C007,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.836549+00:00
BTCX-00001855,2024-07-05 19:50:00+00:00,BTC,0.49,COMPRA,USD,C005,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.836600+00:00
BTCX-00001856,2024-07-05 19:52:00+00:00,BTC,0.19,COMPRA,USD,C008,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.836654+00:00
BTCX-00001857,2024-07-05 14:21:00+00:00,BTC,0.16,COMPRA,USD,C004,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.836710+00:00
BTCX-00001858,2024-07-05 19:15:00+00:00,BTC,0.44,COMPRA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.836770+00:00
BTCX-00001859,2024-07-08 14:11:00+00:00,BTC,0.29,COMPRA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.836838+00:00
BTCX-00001860,2024-07-08 10:12:00+00:00,BTC,0.04,COMPRA,USD,C002,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.836895+00:00
BTCX-00001861,2024-07-08 10:11:00+00:00,BTC,0.38,COMPRA,USD,C001,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.836948+00:00
BTCX-00001862,2024-07-08 10:27:00+00:00,BTC,0.47,VENDA,USD,C004,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.837001+00:00
BTCX-00001863,2024-07-08 20:12:00+00:00,BTC,0.16,VENDA,USD,C001,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.837054+00:00
BTCX-00001864,2024-07-08 12:19:00+00:00,BTC,0.19,VENDA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.837105+00:00
BTCX-00001865,2024-07-08 13:55:00+00:00,BTC,0.31,COMPRA,USD,C008,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.837157+00:00
BTCX-00001866,2024-07-08 15:10:00+00:00,BTC,0.31,VENDA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.837208+00:00
BTCX-00001867,2024-07-08 18:47:00+00:00,BTC,0.28,COMPRA,USD,C008,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.837259+00:00
BTCX-00001868,2024-07-08 15:27:00+00:00,BTC,0.06,VENDA,USD,C003,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.837312+00:00
BTCX-00001869,2024-07-08 11:35:00+00:00,BTC,0.47,COMPRA,USD,C005,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.837364+00:00
BTCX-00001870,2024-07-08 16:19:00+00:00,BTC,0.3,VENDA,USD,C002,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.837415+00:00
BTCX-00001871,2024-07-08 18:30:00+00:00,BTC,0.05,VENDA,USD,C004,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.837469+00:00
BTCX-00001872,2024-07-08 16:12:00+00:00,BTC,0.1,COMPRA,USD,C005,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.837520+00:00
BTCX-00001873,2024-07-08 17:46:00+00:00,BTC,0.47,VENDA,USD,C006,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.837576+00:00
BTCX-00001874,2024-07-09 15:47:00+00:00,BTC,0.24,VENDA,USD,C003,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.837643+00:00
BTCX-00001875,2024-07-09 19:37:00+00:00,BTC,0.05,VENDA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.837702+00:00
BTCX-00001876,2024-07-09 15:59:00+00:00,BTC,0.37,COMPRA,USD,C008,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.837759+00:00
BTCX-00001877,2024-07-09 13:49:00+00:00,BTC,0.49,VENDA,USD,C008,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.837816+00:00
BTCX-00001878,2024-07-09 16:40:00+00:00,BTC,0.45,VENDA,USD,C008,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.837874+00:00
BTCX-00001879,2024-07-09 19:24:00+00:00,BTC,0.28,COMPRA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.837932+00:00
BTCX-00001880,2024-07-09 09:58:00+00:00,BTC,0.24,COMPRA,USD,C007,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.837997+00:00
BTCX-00001881,2024-07-09 19:09:00+00:00,BTC,0.17,VENDA,USD,C006,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.838050+00:00
BTCX-00001882,2024-07-09 13:15:00+00:00,BTC,0.39,COMPRA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.838101+00:00
BTCX-00001883,2024-07-09 10:41:00+00:00,BTC,0.46,VENDA,USD,C004,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.838152+00:00
BTCX-00001884,2024-07-09 18:57:00+00:00,BTC,0.06,COMPRA,USD,C007,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.838206+00:00
BTCX-00001885,2024-07-09 15:16:00+00:00,BTC,0.45,VENDA,USD,C006,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.838257+00:00
BTCX-00001886,2024-07-09 19:56:00+00:00,BTC,0.25,VENDA,USD,C007,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.838308+00:00
BTCX-00001887,2024-07-09 20:55:00+00:00,BTC,0.06,COMPRA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.838359+00:00
BTCX-00001888,2024-07-10 11:17:00+00:00,BTC,0.48,COMPRA,USD,C007,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.838415+00:00
BTCX-00001889,2024-07-10 20:19:00+00:00,BTC,0.01,COMPRA,USD,C002,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.838467+00:00
BTCX-00001890,2024-07-10 10:04:00+00:00,BTC,0.5,VENDA,USD,C006,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.838518+00:00
BTCX-00001891,2024-07-10 19:18:00+00:00,BTC,0.47,VENDA,USD,C002,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.838574+00:00
BTCX-00001892,2024-07-10 14:11:00+00:00,BTC,0.46,COMPRA,USD,C006,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.838633+00:00
BTCX-00001893,2024-07-10 11:32:00+00:00,BTC,0.08,VENDA,USD,C005,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.838695+00:00
BTCX-00001894,2024-07-10 11:12:00+00:00,BTC,0.04,COMPRA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.838752+00:00
BTCX-00001895,2024-07-10 15:28:00+00:00,BTC,0.41,COMPRA,USD,C005,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.838810+00:00
BTCX-00001896,2024-07-10 10:18:00+00:00,BTC,0.06,VENDA,USD,C010,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.838869+00:00
BTCX-00001897,2024-07-10 10:21:00+00:00,BTC,0.02,COMPRA,USD,C008,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.838921+00:00
BTCX-00001898,2024-07-10 19:48:00+00:00,BTC,0.07,COMPRA,USD,C009,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.838974+00:00
BTCX-00001899,2024-07-10 09:42:00+00:00,BTC,0.38,COMPRA,USD,C004,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.839027+00:00
BTCX-00001900,2024-07-10 17:50:00+00:00,BTC,0.01,VENDA,USD,C009,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.839078+00:00
BTCX-00001901,2024-07-10 13:59:00+00:00,BTC,0.32,VENDA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.839131+00:00
BTCX-00001902,2024-07-11 14:23:00+00:00,BTC,0.44,VENDA,USD,C004,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.839187+00:00
BTCX-00001903,2024-07-11 14:42:00+00:00,BTC,0.26,VENDA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.839238+00:00
BTCX-00001904,2024-07-11 14:55:00+00:00,BTC,0.22,COMPRA,USD,C003,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.839291+00:00
BTCX-00001905,2024-07-11 20:25:00+00:00,BTC,0.47,COMPRA,USD,C008,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.839343+00:00
BTCX-00001906,2024-07-11 10:55:00+00:00,BTC,0.34,VENDA,USD,C007,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.839397+00:00
BTCX-00001907,2024-07-11 14:28:00+00:00,BTC,0.4,VENDA,USD,C010,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.839449+00:00
BTCX-00001908,2024-07-11 19:12:00+00:00,BTC,0.01,VENDA,USD,C009,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.839500+00:00
BTCX-00001909,2024-07-11 14:55:00+00:00,BTC,0.03,VENDA,USD,C002,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.839557+00:00
BTCX-00001910,2024-07-11 12:38:00+00:00,BTC,0.32,VENDA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.839616+00:00
BTCX-00001911,2024-07-11 10:22:00+00:00,BTC,0.28,VENDA,USD,C001,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.839674+00:00
BTCX-00001912,2024-07-11 10:46:00+00:00,BTC,0.25,VENDA,USD,C002,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.839730+00:00
BTCX-00001913,2024-07-11 20:09:00+00:00,BTC,0.34,COMPRA,USD,C006,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.839787+00:00
BTCX-00001914,2024-07-11 10:19:00+00:00,BTC,0.44,VENDA,USD,C002,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.839849+00:00
BTCX-00001915,2024-07-11 10:30:00+00:00,BTC,0.43,COMPRA,USD,C001,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.839907+00:00
BTCX-00001916,2024-07-12 19:44:00+00:00,BTC,0.06,COMPRA,USD,C002,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.839964+00:00
BTCX-00001917,2024-07-12 09:10:00+00:00,BTC,0.21,VENDA,USD,C001,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.840017+00:00
BTCX-00001918,2024-07-12 20:16:00+00:00,BTC,0.43,VENDA,USD,C006,RETAIL,BR,btc_planilha.xlsx,2025-08-13 20:41:28.840069+00:00
BTCX-00001919,2024-07-12 19:08:00+00:00,BTC,0.35,VENDA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.840120+00:00
BTCX-00001920,2024-07-12 14:55:00+00:00,BTC,0.15,COMPRA,USD,C005,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.840178+00:00
BTCX-00001921,2024-07-12 15:58:00+00:00,BTC,0.46,VENDA,USD,C006,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.840246+00:00
BTCX-00001922,2024-07-12 17:54:00+00:00,BTC,0.28,COMPRA,USD,C004,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.840297+00:00
BTCX-00001923,2024-07-12 10:18:00+00:00,BTC,0.06,COMPRA,USD,C006,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.840348+00:00
BTCX-00001924,2024-07-12 20:37:00+00:00,BTC,0.13,COMPRA,USD,C009,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.840399+00:00
BTCX-00001925,2024-07-12 11:54:00+00:00,BTC,0.21,VENDA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.840450+00:00
BTCX-00001926,2024-07-12 09:19:00+00:00,BTC,0.04,COMPRA,USD,C003,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.840501+00:00
BTCX-00001927,2024-07-12 14:49:00+00:00,BTC,0.24,COMPRA,USD,C010,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.840559+00:00
BTCX-00001928,2024-07-12 18:37:00+00:00,BTC,0.15,COMPRA,USD,C010,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.840617+00:00
BTCX-00001929,2024-07-15 16:20:00+00:00,BTC,0.1,VENDA,USD,C002,ONLINE,US,btc_planilha.xlsx,2025-08-13 20:41:28.840685+00:00
BTCX-00001930,2024-07-15 19:29:00+00:00,BTC,0.1,VENDA,USD,C006,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.840745+00:00
BTCX-00001931,2024-07-15 19:54:00+00:00,BTC,0.45,COMPRA,USD,C004,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.840803+00:00
BTCX-00001932,2024-07-15 13:32:00+00:00,BTC,0.45,COMPRA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.840862+00:00
BTCX-00001933,2024-07-15 18:30:00+00:00,BTC,0.41,COMPRA,USD,C007,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.840916+00:00
BTCX-00001934,2024-07-15 20:24:00+00:00,BTC,0.04,VENDA,USD,C008,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.840968+00:00
BTCX-00001935,2024-07-15 12:54:00+00:00,BTC,0.47,COMPRA,USD,C005,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841020+00:00
BTCX-00001936,2024-07-15 09:59:00+00:00,BTC,0.5,COMPRA,USD,C010,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841072+00:00
BTCX-00001937,2024-07-15 15:19:00+00:00,BTC,0.43,COMPRA,USD,C010,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841127+00:00
BTCX-00001938,2024-07-15 15:21:00+00:00,BTC,0.28,VENDA,USD,C009,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.841180+00:00
BTCX-00001939,2024-07-15 15:04:00+00:00,BTC,0.34,VENDA,USD,C003,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841238+00:00
BTCX-00001940,2024-07-15 12:44:00+00:00,BTC,0.36,VENDA,USD,C006,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.841300+00:00
BTCX-00001941,2024-07-15 14:48:00+00:00,BTC,0.38,COMPRA,USD,C008,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.841357+00:00
BTCX-00001942,2024-07-15 16:41:00+00:00,BTC,0.11,COMPRA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841411+00:00
BTCX-00001943,2024-07-15 16:18:00+00:00,BTC,0.1,COMPRA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841464+00:00
BTCX-00001944,2024-07-16 20:41:00+00:00,BTC,0.01,VENDA,USD,C004,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841521+00:00
BTCX-00001945,2024-07-16 10:43:00+00:00,BTC,0.1,VENDA,USD,C004,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841574+00:00
BTCX-00001946,2024-07-16 11:59:00+00:00,BTC,0.04,COMPRA,USD,C008,DISTRIB,US,btc_planilha.xlsx,2025-08-13 20:41:28.841628+00:00
BTCX-00001947,2024-07-16 11:03:00+00:00,BTC,0.08,VENDA,USD,C003,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.841679+00:00
BTCX-00001948,2024-07-16 11:40:00+00:00,BTC,0.47,VENDA,USD,C009,ONLINE,BR,btc_planilha.xlsx,2025-08-13 20:41:28.841736+00:00
BTCX-00001949,2024-07-16 10:15:00+00:00,BTC,0.26,VENDA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841795+00:00
BTCX-00001950,2024-07-16 18:11:00+00:00,BTC,0.42,VENDA,USD,C002,RETAIL,EU,btc_planilha.xlsx,2025-08-13 20:41:28.841854+00:00
BTCX-00001951,2024-07-16 19:05:00+00:00,BTC,0.5,VENDA,USD,C001,RETAIL,US,btc_planilha.xlsx,2025-08-13 20:41:28.841910+00:00
BTCX-00001952,2024-07-16 13:40:00+00:00,BTC,0.42,VENDA,USD,C010,DISTRIB,BR,btc_planilha.xlsx,2025-08-13 20:41:28.841963+00:00
BTCX-00001953,2024-07-16 10:07:00+00:00,BTC,0.06,COMPRA,USD,C007,DISTRIB,EU,btc_planilha.xlsx,2025-08-13 20:41:28.842014+00:00
BTCX-00001954,2024-07-16 19:58:00+00:00,BTC,0.33,COMPRA,USD,C003,ONLINE,EU,btc_planilha.xlsx,2025-08-13 20:41:28.842070+00:00
