transaction_id,data_hora,commodity_code,quantidade,tipo_operacao,unidade,moeda,cliente_id,canal,mercado,arquivo_origem,importado_em
COM-00002491,2024-06-14 14:58:00+00:00,SILVER,42.0,COMPRA,oz,USD,C007,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.222918+00:00
COM-00002492,2024-06-17 17:28:00+00:00,OIL,50.0,VENDA,bbl,USD,C006,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.222973+00:00
COM-00002493,2024-06-17 11:36:00+00:00,SILVER,28.0,VENDA,oz,USD,C004,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.223020+00:00
COM-00002494,2024-06-17 10:12:00+00:00,GOLD,36.0,VENDA,oz,USD,C007,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.223067+00:00
COM-00002495,2024-06-17 11:55:00+00:00,OIL,35.0,VENDA,bbl,USD,C010,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.223115+00:00
COM-00002496,2024-06-17 18:56:00+00:00,SILVER,10.0,VENDA,oz,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.223167+00:00
COM-00002497,2024-06-17 15:57:00+00:00,SILVER,38.0,COMPRA,oz,USD,C010,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.223219+00:00
COM-00002498,2024-06-17 10:25:00+00:00,GOLD,17.0,COMPRA,oz,USD,C008,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.223269+00:00
COM-00002499,2024-06-17 18:00:00+00:00,OIL,31.0,COMPRA,bbl,USD,C004,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.223319+00:00
COM-00002500,2024-06-17 17:43:00+00:00,GOLD,44.0,COMPRA,oz,USD,C004,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.223371+00:00
COM-00002501,2024-06-17 19:20:00+00:00,GOLD,16.0,COMPRA,oz,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.223422+00:00
COM-00002502,2024-06-17 13:34:00+00:00,OIL,10.0,COMPRA,bbl,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.223468+00:00
COM-00002503,2024-06-17 17:03:00+00:00,GOLD,17.0,COMPRA,oz,USD,C008,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.223515+00:00
COM-00002504,2024-06-17 20:58:00+00:00,SILVER,49.0,VENDA,oz,USD,C007,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.223561+00:00
COM-00002505,2024-06-17 14:17:00+00:00,GOLD,25.0,VENDA,oz,USD,C002,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.223607+00:00
COM-00002506,2024-06-17 16:15:00+00:00,OIL,26.0,COMPRA,bbl,USD,C001,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.223654+00:00
COM-00002507,2024-06-17 09:43:00+00:00,GOLD,34.0,VENDA,oz,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.223700+00:00
COM-00002508,2024-06-17 11:15:00+00:00,OIL,34.0,VENDA,bbl,USD,C008,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.223747+00:00
COM-00002509,2024-06-17 09:09:00+00:00,OIL,36.0,COMPRA,bbl,USD,C002,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.223797+00:00
COM-00002510,2024-06-17 17:40:00+00:00,OIL,48.0,COMPRA,bbl,USD,C003,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.223850+00:00
COM-00002511,2024-06-17 19:50:00+00:00,GOLD,45.0,COMPRA,oz,USD,C007,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.223901+00:00
COM-00002512,2024-06-18 14:02:00+00:00,GOLD,36.0,COMPRA,oz,USD,C009,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.223954+00:00
COM-00002513,2024-06-18 13:02:00+00:00,SILVER,14.0,VENDA,oz,USD,C007,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.224000+00:00
COM-00002514,2024-06-18 16:59:00+00:00,SILVER,11.0,VENDA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.224046+00:00
COM-00002515,2024-06-18 17:04:00+00:00,SILVER,12.0,VENDA,oz,USD,C003,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.224091+00:00
COM-00002516,2024-06-18 15:33:00+00:00,GOLD,35.0,VENDA,oz,USD,C005,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.224141+00:00
COM-00002517,2024-06-18 12:26:00+00:00,SILVER,45.0,COMPRA,oz,USD,C004,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.224194+00:00
COM-00002518,2024-06-18 11:07:00+00:00,SILVER,28.0,COMPRA,oz,USD,C010,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.224244+00:00
COM-00002519,2024-06-18 12:03:00+00:00,OIL,43.0,VENDA,bbl,USD,C001,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.224294+00:00
COM-00002520,2024-06-18 18:01:00+00:00,GOLD,22.0,COMPRA,oz,USD,C007,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.224348+00:00
COM-00002521,2024-06-18 09:21:00+00:00,GOLD,35.0,COMPRA,oz,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.224400+00:00
COM-00002522,2024-06-18 09:40:00+00:00,OIL,21.0,VENDA,bbl,USD,C010,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.224449+00:00
COM-00002523,2024-06-18 14:57:00+00:00,SILVER,38.0,COMPRA,oz,USD,C010,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.224495+00:00
COM-00002524,2024-06-18 16:14:00+00:00,GOLD,44.0,COMPRA,oz,USD,C004,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.224541+00:00
COM-00002525,2024-06-18 18:50:00+00:00,GOLD,23.0,COMPRA,oz,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.224586+00:00
COM-00002526,2024-06-18 19:43:00+00:00,OIL,21.0,VENDA,bbl,USD,C002,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.224645+00:00
COM-00002527,2024-06-18 13:37:00+00:00,GOLD,25.0,VENDA,oz,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.224698+00:00
COM-00002528,2024-06-18 12:41:00+00:00,OIL,15.0,VENDA,bbl,USD,C005,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.224749+00:00
COM-00002529,2024-06-18 13:29:00+00:00,SILVER,44.0,COMPRA,oz,USD,C009,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.224800+00:00
COM-00002530,2024-06-18 18:11:00+00:00,SILVER,27.0,VENDA,oz,USD,C009,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.224854+00:00
COM-00002531,2024-06-19 17:15:00+00:00,SILVER,40.0,VENDA,oz,USD,C008,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.224912+00:00
COM-00002532,2024-06-19 14:41:00+00:00,SILVER,11.0,VENDA,oz,USD,C003,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.224960+00:00
COM-00002533,2024-06-19 17:31:00+00:00,GOLD,33.0,COMPRA,oz,USD,C008,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.225005+00:00
COM-00002534,2024-06-19 20:29:00+00:00,OIL,12.0,COMPRA,bbl,USD,C004,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.225053+00:00
COM-00002535,2024-06-19 16:50:00+00:00,GOLD,19.0,COMPRA,oz,USD,C003,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.225098+00:00
COM-00002536,2024-06-19 14:37:00+00:00,GOLD,42.0,COMPRA,oz,USD,C007,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.225143+00:00
COM-00002537,2024-06-19 12:07:00+00:00,GOLD,33.0,VENDA,oz,USD,C009,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.225189+00:00
COM-00002538,2024-06-19 09:07:00+00:00,OIL,13.0,COMPRA,bbl,USD,C004,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.225235+00:00
COM-00002539,2024-06-19 10:56:00+00:00,GOLD,49.0,COMPRA,oz,USD,C001,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.225286+00:00
COM-00002540,2024-06-19 09:54:00+00:00,GOLD,37.0,COMPRA,oz,USD,C002,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.225336+00:00
COM-00002541,2024-06-19 19:36:00+00:00,GOLD,23.0,COMPRA,oz,USD,C006,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.225387+00:00
COM-00002542,2024-06-19 11:48:00+00:00,OIL,34.0,VENDA,bbl,USD,C008,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.225434+00:00
COM-00002543,2024-06-19 15:06:00+00:00,GOLD,28.0,COMPRA,oz,USD,C009,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.225481+00:00
COM-00002544,2024-06-19 10:00:00+00:00,GOLD,14.0,VENDA,oz,USD,C006,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.225527+00:00
COM-00002545,2024-06-19 10:38:00+00:00,OIL,47.0,VENDA,bbl,USD,C004,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.225572+00:00
COM-00002546,2024-06-19 13:02:00+00:00,SILVER,31.0,COMPRA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.225621+00:00
COM-00002547,2024-06-19 18:23:00+00:00,SILVER,11.0,COMPRA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.225673+00:00
COM-00002548,2024-06-19 09:53:00+00:00,GOLD,31.0,VENDA,oz,USD,C010,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.225725+00:00
COM-00002549,2024-06-19 14:10:00+00:00,SILVER,36.0,COMPRA,oz,USD,C009,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.225775+00:00
COM-00002550,2024-06-19 10:30:00+00:00,OIL,37.0,COMPRA,bbl,USD,C004,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.225827+00:00
COM-00002551,2024-06-19 10:15:00+00:00,OIL,11.0,COMPRA,bbl,USD,C009,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.225879+00:00
COM-00002552,2024-06-19 15:30:00+00:00,SILVER,16.0,COMPRA,oz,USD,C009,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.225927+00:00
COM-00002553,2024-06-20 15:01:00+00:00,SILVER,20.0,VENDA,oz,USD,C003,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.225980+00:00
COM-00002554,2024-06-20 14:56:00+00:00,GOLD,38.0,VENDA,oz,USD,C009,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.226027+00:00
COM-00002555,2024-06-20 19:19:00+00:00,GOLD,47.0,COMPRA,oz,USD,C002,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.226074+00:00
COM-00002556,2024-06-20 16:21:00+00:00,GOLD,22.0,COMPRA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.226120+00:00
COM-00002557,2024-06-20 19:39:00+00:00,OIL,49.0,VENDA,bbl,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.226171+00:00
COM-00002558,2024-06-20 11:25:00+00:00,OIL,17.0,VENDA,bbl,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.226222+00:00
COM-00002559,2024-06-20 18:45:00+00:00,SILVER,43.0,COMPRA,oz,USD,C004,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.226275+00:00
COM-00002560,2024-06-20 12:06:00+00:00,SILVER,40.0,COMPRA,oz,USD,C002,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.226327+00:00
COM-00002561,2024-06-20 10:16:00+00:00,GOLD,20.0,VENDA,oz,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.226378+00:00
COM-00002562,2024-06-20 20:51:00+00:00,OIL,42.0,VENDA,bbl,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.226427+00:00
COM-00002563,2024-06-20 16:13:00+00:00,OIL,14.0,COMPRA,bbl,USD,C002,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.226474+00:00
COM-00002564,2024-06-20 16:57:00+00:00,SILVER,26.0,COMPRA,oz,USD,C007,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.226520+00:00
COM-00002565,2024-06-20 15:25:00+00:00,SILVER,48.0,VENDA,oz,USD,C006,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.226564+00:00
COM-00002566,2024-06-20 09:34:00+00:00,SILVER,32.0,VENDA,oz,USD,C004,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.226613+00:00
COM-00002567,2024-06-20 13:00:00+00:00,GOLD,17.0,COMPRA,oz,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.226663+00:00
COM-00002568,2024-06-20 16:01:00+00:00,GOLD,34.0,COMPRA,oz,USD,C010,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.226713+00:00
COM-00002569,2024-06-20 10:06:00+00:00,GOLD,18.0,VENDA,oz,USD,C007,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.226765+00:00
COM-00002570,2024-06-20 10:42:00+00:00,GOLD,43.0,COMPRA,oz,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.226816+00:00
COM-00002571,2024-06-20 12:20:00+00:00,GOLD,40.0,VENDA,oz,USD,C006,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.226866+00:00
COM-00002572,2024-06-20 09:01:00+00:00,OIL,14.0,COMPRA,bbl,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.226916+00:00
COM-00002573,2024-06-20 14:18:00+00:00,SILVER,18.0,VENDA,oz,USD,C008,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.226962+00:00
COM-00002574,2024-06-21 11:54:00+00:00,SILVER,28.0,COMPRA,oz,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.227014+00:00
COM-00002575,2024-06-21 12:17:00+00:00,OIL,21.0,VENDA,bbl,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.227074+00:00
COM-00002576,2024-06-21 10:16:00+00:00,GOLD,40.0,VENDA,oz,USD,C009,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.227125+00:00
COM-00002577,2024-06-21 15:09:00+00:00,OIL,27.0,COMPRA,bbl,USD,C010,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.227170+00:00
COM-00002578,2024-06-21 19:27:00+00:00,GOLD,28.0,COMPRA,oz,USD,C004,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.227220+00:00
COM-00002579,2024-06-21 15:58:00+00:00,GOLD,42.0,VENDA,oz,USD,C004,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.227273+00:00
COM-00002580,2024-06-21 17:51:00+00:00,GOLD,48.0,VENDA,oz,USD,C010,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.227324+00:00
COM-00002581,2024-06-21 14:39:00+00:00,SILVER,19.0,COMPRA,oz,USD,C006,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.227375+00:00
COM-00002582,2024-06-21 15:20:00+00:00,OIL,19.0,COMPRA,bbl,USD,C009,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.227425+00:00
COM-00002583,2024-06-21 13:20:00+00:00,OIL,22.0,COMPRA,bbl,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.227470+00:00
COM-00002584,2024-06-21 18:50:00+00:00,OIL,30.0,COMPRA,bbl,USD,C003,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.227518+00:00
COM-00002585,2024-06-21 19:52:00+00:00,OIL,28.0,COMPRA,bbl,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.227564+00:00
COM-00002586,2024-06-21 16:59:00+00:00,GOLD,16.0,COMPRA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.227609+00:00
COM-00002587,2024-06-21 19:27:00+00:00,OIL,25.0,COMPRA,bbl,USD,C004,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.227662+00:00
COM-00002588,2024-06-21 17:38:00+00:00,OIL,12.0,VENDA,bbl,USD,C001,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.227714+00:00
COM-00002589,2024-06-21 19:47:00+00:00,SILVER,30.0,VENDA,oz,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.227768+00:00
COM-00002590,2024-06-21 10:35:00+00:00,GOLD,43.0,COMPRA,oz,USD,C009,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.227818+00:00
COM-00002591,2024-06-21 20:43:00+00:00,GOLD,30.0,VENDA,oz,USD,C006,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.227870+00:00
COM-00002592,2024-06-21 13:53:00+00:00,OIL,41.0,COMPRA,bbl,USD,C002,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.227921+00:00
COM-00002593,2024-06-21 12:23:00+00:00,SILVER,48.0,VENDA,oz,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.227966+00:00
COM-00002594,2024-06-21 16:02:00+00:00,SILVER,16.0,VENDA,oz,USD,C009,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.228012+00:00
COM-00002595,2024-06-21 14:53:00+00:00,GOLD,25.0,COMPRA,oz,USD,C003,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.228060+00:00
COM-00002596,2024-06-24 09:16:00+00:00,OIL,10.0,COMPRA,bbl,USD,C002,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.228115+00:00
COM-00002597,2024-06-24 20:07:00+00:00,GOLD,43.0,VENDA,oz,USD,C008,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.228167+00:00
COM-00002598,2024-06-24 18:44:00+00:00,SILVER,38.0,VENDA,oz,USD,C006,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.228218+00:00
COM-00002599,2024-06-24 18:22:00+00:00,SILVER,20.0,COMPRA,oz,USD,C009,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.228269+00:00
COM-00002600,2024-06-24 14:02:00+00:00,SILVER,48.0,VENDA,oz,USD,C005,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.228323+00:00
COM-00002601,2024-06-24 17:04:00+00:00,GOLD,43.0,VENDA,oz,USD,C010,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.228374+00:00
COM-00002602,2024-06-24 15:25:00+00:00,GOLD,42.0,COMPRA,oz,USD,C006,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.228423+00:00
COM-00002603,2024-06-24 18:38:00+00:00,SILVER,50.0,COMPRA,oz,USD,C010,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.228468+00:00
COM-00002604,2024-06-24 19:06:00+00:00,OIL,15.0,VENDA,bbl,USD,C001,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.228515+00:00
COM-00002605,2024-06-24 20:46:00+00:00,SILVER,50.0,VENDA,oz,USD,C003,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.228560+00:00
COM-00002606,2024-06-24 17:41:00+00:00,OIL,49.0,COMPRA,bbl,USD,C005,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.228608+00:00
COM-00002607,2024-06-24 20:41:00+00:00,SILVER,13.0,VENDA,oz,USD,C007,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.228662+00:00
COM-00002608,2024-06-24 10:09:00+00:00,GOLD,17.0,VENDA,oz,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.228713+00:00
COM-00002609,2024-06-24 11:56:00+00:00,SILVER,45.0,COMPRA,oz,USD,C005,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.228764+00:00
COM-00002610,2024-06-24 10:11:00+00:00,GOLD,31.0,VENDA,oz,USD,C008,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.228814+00:00
COM-00002611,2024-06-24 14:00:00+00:00,GOLD,23.0,VENDA,oz,USD,C010,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.228865+00:00
COM-00002612,2024-06-24 11:44:00+00:00,OIL,39.0,COMPRA,bbl,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.228918+00:00
COM-00002613,2024-06-24 13:50:00+00:00,GOLD,21.0,VENDA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.228964+00:00
COM-00002614,2024-06-24 12:09:00+00:00,OIL,22.0,VENDA,bbl,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.229009+00:00
COM-00002615,2024-06-24 20:31:00+00:00,GOLD,26.0,COMPRA,oz,USD,C002,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.229055+00:00
COM-00002616,2024-06-24 20:09:00+00:00,OIL,10.0,VENDA,bbl,USD,C009,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.229103+00:00
COM-00002617,2024-06-24 18:15:00+00:00,OIL,40.0,VENDA,bbl,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.229153+00:00
COM-00002618,2024-06-25 16:04:00+00:00,SILVER,49.0,VENDA,oz,USD,C006,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.229212+00:00
COM-00002619,2024-06-25 19:21:00+00:00,GOLD,46.0,COMPRA,oz,USD,C007,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.229265+00:00
COM-00002620,2024-06-25 19:51:00+00:00,GOLD,10.0,VENDA,oz,USD,C001,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.229316+00:00
COM-00002621,2024-06-25 19:35:00+00:00,SILVER,41.0,VENDA,oz,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.229369+00:00
COM-00002622,2024-06-25 12:25:00+00:00,SILVER,28.0,COMPRA,oz,USD,C004,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.229419+00:00
COM-00002623,2024-06-25 18:22:00+00:00,OIL,39.0,COMPRA,bbl,USD,C009,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.229464+00:00
COM-00002624,2024-06-25 19:06:00+00:00,SILVER,37.0,COMPRA,oz,USD,C001,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.229508+00:00
COM-00002625,2024-06-25 10:15:00+00:00,GOLD,30.0,COMPRA,oz,USD,C010,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.229553+00:00
COM-00002626,2024-06-25 10:15:00+00:00,SILVER,23.0,COMPRA,oz,USD,C008,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.229602+00:00
COM-00002627,2024-06-25 14:12:00+00:00,OIL,33.0,COMPRA,bbl,USD,C009,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.229653+00:00
COM-00002628,2024-06-25 18:17:00+00:00,OIL,43.0,VENDA,bbl,USD,C005,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.229703+00:00
COM-00002629,2024-06-25 11:13:00+00:00,GOLD,18.0,COMPRA,oz,USD,C005,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.229753+00:00
COM-00002630,2024-06-25 09:35:00+00:00,GOLD,40.0,COMPRA,oz,USD,C006,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.229805+00:00
COM-00002631,2024-06-25 16:03:00+00:00,SILVER,46.0,VENDA,oz,USD,C007,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.229857+00:00
COM-00002632,2024-06-25 12:30:00+00:00,GOLD,10.0,VENDA,oz,USD,C010,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.229908+00:00
COM-00002633,2024-06-25 12:30:00+00:00,SILVER,49.0,COMPRA,oz,USD,C001,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.229955+00:00
COM-00002634,2024-06-25 15:52:00+00:00,GOLD,45.0,COMPRA,oz,USD,C008,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.229999+00:00
COM-00002635,2024-06-25 09:33:00+00:00,SILVER,10.0,COMPRA,oz,USD,C003,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.230045+00:00
COM-00002636,2024-06-25 10:39:00+00:00,OIL,24.0,COMPRA,bbl,USD,C009,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.230091+00:00
COM-00002637,2024-06-25 13:45:00+00:00,OIL,48.0,COMPRA,bbl,USD,C009,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.230142+00:00
COM-00002638,2024-06-25 16:40:00+00:00,GOLD,27.0,VENDA,oz,USD,C007,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.230192+00:00
COM-00002639,2024-06-25 10:06:00+00:00,SILVER,24.0,COMPRA,oz,USD,C007,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.230244+00:00
COM-00002640,2024-06-25 13:36:00+00:00,SILVER,27.0,VENDA,oz,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.230295+00:00
COM-00002641,2024-06-25 14:19:00+00:00,OIL,11.0,VENDA,bbl,USD,C005,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.230345+00:00
COM-00002642,2024-06-26 12:58:00+00:00,OIL,32.0,VENDA,bbl,USD,C004,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.230404+00:00
COM-00002643,2024-06-26 11:54:00+00:00,SILVER,23.0,VENDA,oz,USD,C003,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.230452+00:00
COM-00002644,2024-06-26 19:07:00+00:00,GOLD,42.0,COMPRA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.230499+00:00
COM-00002645,2024-06-26 18:41:00+00:00,GOLD,24.0,VENDA,oz,USD,C010,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.230544+00:00
COM-00002646,2024-06-26 17:17:00+00:00,SILVER,41.0,VENDA,oz,USD,C005,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.230589+00:00
COM-00002647,2024-06-26 14:32:00+00:00,GOLD,41.0,VENDA,oz,USD,C008,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.230640+00:00
COM-00002648,2024-06-26 14:27:00+00:00,GOLD,28.0,COMPRA,oz,USD,C008,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.230690+00:00
COM-00002649,2024-06-26 20:02:00+00:00,GOLD,38.0,COMPRA,oz,USD,C008,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.230740+00:00
